fair_SP,fair_EO,fair_EQO
0.76175,0.7463900000000001,0.72199
0.7899,0.7972699999999999,0.78315
0.82111,0.8405000000000001,0.8151400000000001
0.8649100000000001,0.9390099999999999,0.8168900000000001
0.8764,0.9404499999999999,0.82556
0.8779600000000001,0.9404399999999999,0.82509
0.80359,0.92746,0.8158100000000001
0.9094899999999999,0.90724,0.8186800000000002
0.9085099999999999,0.9314499999999999,0.8174800000000001
0.9049800000000001,0.9333199999999999,0.8389199999999999
0.9146799999999999,0.93535,0.83348
0.9105000000000001,0.9452999999999999,0.8217700000000001
0.9167900000000001,0.9470899999999999,0.8028500000000001
0.9118900000000002,0.9446299999999999,0.8007900000000001
0.9081099999999998,0.9458300000000002,0.81219
0.9146899999999999,0.95,0.81199
0.9187400000000002,0.9529099999999999,0.8241799999999999
0.92243,0.9535900000000002,0.8395300000000001
0.91763,0.95917,0.8402599999999998
0.92743,0.9592699999999998,0.84372
0.9325300000000001,0.9631000000000001,0.8442599999999999
0.9248900000000001,0.9651400000000001,0.85085
0.9288699999999999,0.96211,0.8588500000000001
0.9354499999999998,0.9620099999999999,0.8708400000000001
0.93531,0.96176,0.87043
0.93173,0.9641499999999998,0.8741000000000001
0.92606,0.96136,0.8629
0.92903,0.9583300000000001,0.86806
0.9277200000000001,0.9669700000000001,0.87159
0.9283300000000001,0.9682799999999998,0.8671099999999999
0.9318500000000001,0.9663600000000001,0.8828100000000001
0.93051,0.96547,0.8889799999999999
0.9367300000000001,0.9636699999999999,0.8936200000000001
0.93668,0.96722,0.8966000000000001
0.9391499999999999,0.96943,0.8847400000000001
0.9385299999999999,0.96674,0.8969699999999999
0.9347000000000001,0.9714,0.91644
0.9471200000000002,0.96478,0.90525
0.9520199999999999,0.9703100000000001,0.90617
0.94544,0.9693700000000002,0.91103
0.9577100000000002,0.97876,0.91038
0.95719,0.9806899999999998,0.9067400000000001
0.95283,0.9807799999999999,0.90221
0.9571399999999999,0.9801799999999998,0.9049899999999997
0.94641,0.9766599999999999,0.91353
0.9570699999999999,0.8712500000000001,0.8615099999999998
0.95719,0.9748399999999998,0.8929
0.9542999999999999,0.97073,0.9188699999999999
0.9305300000000001,0.98063,0.90319
0.9650000000000001,0.85642,0.89114
