decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,tier,SensitiveAttr,Label
1.0,2.0,33.0,3.5,-1.07,-0.93,1.0,2.0,0.0,2.0,1,1
9.0,10.0,40.0,2.9,1.18,1.41,1.0,4.0,1.0,4.0,1,1
7.0,10.0,34.0,2.9,0.29,1.36,1.0,4.0,1.0,2.0,1,1
8.0,8.0,35.0,3.3,0.66,0.61,1.0,4.0,1.0,4.0,1,1
8.0,8.0,33.0,3.3,0.6,0.8,1.0,1.0,0.0,3.0,1,1
9.0,10.0,43.0,3.0,1.05,1.3,1.0,3.0,0.0,4.0,1,1
7.0,5.0,44.0,3.8,0.48,-0.12,1.0,3.0,0.0,4.0,1,1
2.0,3.0,38.0,3.0,-0.75,-0.88,1.0,4.0,1.0,3.0,1,1
5.0,4.0,33.0,2.7,-0.1,-0.59,1.0,4.0,1.0,2.0,1,1
2.0,4.0,39.0,3.2,-0.76,-0.43,1.0,4.0,0.0,4.0,1,1
3.0,4.0,37.0,2.9,-0.46,-0.41,1.0,4.0,0.0,3.0,1,1
7.0,6.0,33.0,3.2,0.46,0.0,1.0,3.0,0.0,3.0,1,1
4.0,5.0,37.0,2.5,-0.37,-0.18,1.0,4.0,1.0,3.0,1,1
10.0,10.0,32.3,3.3,1.49,1.54,1.0,4.0,0.0,3.0,1,1
1.0,1.0,27.0,2.2,-1.81,-1.68,1.0,5.0,1.0,3.0,1,1
8.0,7.0,48.0,3.6,0.67,0.4,1.0,4.0,0.0,6.0,1,1
9.0,8.0,34.0,3.1,0.91,0.61,1.0,5.0,1.0,3.0,0,1
2.0,2.0,36.0,3.7,-0.79,-1.08,1.0,4.0,1.0,4.0,1,1
5.0,4.0,38.0,3.1,0.01,-0.35,1.0,3.0,0.0,1.0,1,1
10.0,10.0,33.0,3.5,1.48,1.53,1.0,2.0,1.0,5.0,1,1
5.0,5.0,32.3,3.1,0.05,-0.17,1.0,4.0,1.0,3.0,1,1
10.0,9.0,40.0,2.9,1.96,1.12,1.0,3.0,1.0,3.0,1,1
1.0,1.0,44.0,3.7,-1.26,-1.42,1.0,3.0,1.0,4.0,1,1
8.0,8.0,32.0,3.6,0.72,0.75,1.0,3.0,0.0,4.0,1,1
7.0,3.0,36.0,3.1,0.53,-0.58,1.0,3.0,1.0,3.0,1,1
4.0,5.0,33.5,2.9,-0.24,-0.18,1.0,4.0,0.0,3.0,1,1
4.0,5.0,31.0,2.8,-0.25,-0.25,1.0,3.0,1.0,4.0,1,1
4.0,5.0,36.0,2.5,-0.27,-0.09,1.0,4.0,1.0,3.0,1,1
7.0,6.0,36.0,3.2,0.48,0.18,1.0,3.0,1.0,4.0,1,1
3.0,1.0,35.0,2.7,-0.56,-1.67,1.0,4.0,1.0,2.0,1,0
7.0,8.0,31.0,3.4,0.44,0.76,1.0,3.0,1.0,3.0,1,1
10.0,10.0,36.0,3.2,1.78,1.38,2.0,3.0,0.0,3.0,1,1
4.0,4.0,46.0,3.3,-0.39,-0.32,1.0,3.0,0.0,5.0,1,1
10.0,10.0,40.0,3.9,1.35,1.32,1.0,3.0,0.0,4.0,1,1
4.0,5.0,34.0,3.1,-0.38,-0.17,1.0,4.0,0.0,3.0,1,0
4.0,3.0,42.0,3.3,-0.23,-0.65,1.0,3.0,0.0,1.0,1,1
9.0,9.0,35.0,3.0,1.19,1.24,1.0,4.0,1.0,4.0,1,1
1.0,1.0,20.0,3.0,-3.3,-3.16,1.0,2.0,0.0,5.0,1,0
8.0,6.0,36.0,3.3,0.57,0.04,1.0,3.0,0.0,3.0,1,1
1.0,1.0,38.0,2.8,-1.39,-1.94,1.0,5.0,1.0,3.0,1,1
9.0,8.0,32.0,3.1,1.04,0.64,1.0,3.0,0.0,3.0,1,1
6.0,5.0,37.0,3.4,0.1,-0.12,1.0,3.0,1.0,3.0,0,1
6.0,7.0,43.0,3.0,0.23,0.49,1.0,2.0,1.0,4.0,1,1
8.0,9.0,28.0,3.1,0.83,0.89,1.0,4.0,1.0,2.0,1,0
6.0,7.0,36.0,3.5,0.24,0.44,1.0,3.0,0.0,3.0,0,1
9.0,8.0,36.0,3.5,1.02,0.63,1.0,3.0,0.0,4.0,1,1
7.0,8.0,37.0,3.0,0.47,0.57,1.0,4.0,1.0,5.0,1,1
9.0,7.0,35.0,3.5,1.11,0.34,1.0,2.0,0.0,3.0,1,1
8.0,7.0,33.0,3.5,0.69,0.29,1.0,4.0,0.0,4.0,1,1
3.0,3.0,36.0,3.3,-0.46,-0.64,1.0,1.0,1.0,3.0,1,1
3.0,7.0,33.0,3.0,-0.45,0.34,2.0,3.0,1.0,4.0,1,1
7.0,8.0,36.0,2.7,0.39,0.75,1.0,4.0,1.0,3.0,1,1
1.0,3.0,31.0,3.3,-1.17,-0.67,1.0,4.0,0.0,3.0,1,0
2.0,2.0,35.0,3.1,-0.73,-1.14,1.0,1.0,1.0,2.0,1,1
7.0,5.0,34.0,3.3,0.35,-0.17,1.0,3.0,0.0,3.0,1,1
8.0,6.0,44.0,3.8,0.64,0.18,1.0,4.0,0.0,4.0,1,1
